  t, c   	 X0[0]  	 X0[1]  	 X0[2]  	 X0[3]  	 X0[4]  	 X0[5]  	 X0[6]  	 X0[7]  	 X0[8]  	 X0[9]  	 X0[10]  	 X0[11]  	 V[0]   	 V[1]   	 V[2]   	 Om[0]  	 Om[1]  	 Om[2]  	 Vc[0]  	 Vc[1]  	 Vc[2]  	 Amp[0][0] 	 Amp[0][1] 	 Amp[0][2] 	 Amp[1][0] 	 Amp[1][1] 	 Amp[1][2] 	 Amp[2][0] 	 Amp[2][1] 	 Amp[2][2] 	 Amp[3][0] 	 Amp[3][1] 	 Amp[3][2] 	 Amp[4][0] 	 Amp[4][1] 	 Amp[4][2] 	 Amp[5][0] 	 Amp[5][1] 	 Amp[5][2] 	teta,град	psi, град	fi, град 
0,275000	7,274573	297,602010	0,001960	0,999998	0,002180	-0,000007	-0,002180	0,999998	0,000002	0,000007	-0,000002	1,000000	27,607790	0,062744	0,001556	0,000040	-0,000056	-0,022779	27,607841	0,002529	0,001725	-0,189611	0,050354	0,001553	-0,189645	0,050330	0,001553	-0,189681	0,050304	0,001553	-0,189929	0,050127	0,001553	-0,189965	0,050101	0,001553	-0,189999	0,050077	0,001553	-0,124916	-0,000394	-0,000138
0,280000	7,412612	297,602024	0,001970	0,999997	0,002294	-0,000007	-0,002294	0,999997	0,000002	0,000007	-0,000002	1,000000	27,597845	0,066306	0,001921	0,000047	-0,000057	-0,024209	27,607597	0,002911	0,002071	-0,200798	0,053152	0,001912	-0,200832	0,053124	0,001912	-0,200869	0,053094	0,001912	-0,201120	0,052887	0,001912	-0,201157	0,052857	0,001912	-0,201191	0,052829	0,001912	-0,131445	-0,000410	-0,000125
0,285000	7,550563	297,602040	0,001982	0,999997	0,002421	-0,000007	-0,002421	0,999997	0,000002	0,000007	-0,000002	1,000000	27,589629	0,070400	0,002471	0,000054	-0,000058	-0,025302	27,589662	0,003557	0,002619	-0,209962	0,056669	0,002456	-0,209997	0,056637	0,002456	-0,210034	0,056603	0,002456	-0,210289	0,056365	0,002456	-0,210326	0,056331	0,002456	-0,210360	0,056299	0,002456	-0,138688	-0,000426	-0,000111
0,290000	7,688513	297,602060	0,001996	0,999997	0,002547	-0,000008	-0,002547	0,999997	0,000002	0,000008	-0,000002	1,000000	27,590050	0,074361	0,002894	0,000060	-0,000059	-0,025291	27,590119	0,004053	0,003077	-0,209528	0,060659	0,002874	-0,209564	0,060623	0,002874	-0,209601	0,060584	0,002874	-0,209861	0,060317	0,002874	-0,209899	0,060279	0,002874	-0,209934	0,060242	0,002874	-0,145935	-0,000443	-0,000094
0,295000	7,826464	297,602081	0,002012	0,999996	0,002673	-0,000008	-0,002673	0,999996	0,000001	0,000008	-0,000001	1,000000	27,590154	0,078004	0,003001	0,000065	-0,000060	-0,025279	27,590270	0,004244	0,003228	-0,209407	0,064327	0,002977	-0,209444	0,064287	0,002977	-0,209482	0,064245	0,002977	-0,209749	0,063957	0,002977	-0,209788	0,063915	0,002977	-0,209824	0,063876	0,002977	-0,153178	-0,000460	-0,000076
0,300000	7,964415	297,602101	0,002028	0,999996	0,002800	-0,000008	-0,002800	0,999996	0,000001	0,000008	-0,000001	1,000000	27,589808	0,081195	0,002657	0,000068	-0,000063	-0,025265	27,589980	0,003997	0,002940	-0,209734	0,067535	0,002632	-0,209772	0,067494	0,002632	-0,209812	0,067450	0,002632	-0,210089	0,067149	0,002632	-0,210129	0,067105	0,002632	-0,210166	0,067064	0,002632	-0,160418	-0,000478	-0,000057
0,305000	8,102363	297,602119	0,002041	0,999996	0,002926	-0,000009	-0,002926	0,999996	0,000001	0,000009	-0,000001	1,000000	27,589105	0,084029	0,001957	0,000069	-0,000065	-0,025249	27,589313	0,003375	0,002276	-0,210414	0,070381	0,001933	-0,210453	0,070339	0,001933	-0,210495	0,070295	0,001933	-0,210784	0,069989	0,001933	-0,210825	0,069944	0,001933	-0,210865	0,069903	0,001933	-0,167654	-0,000496	-0,000038
0,310000	8,240307	297,602134	0,002050	0,999995	0,003052	-0,000009	-0,003052	0,999995	0,000000	0,000009	0,000000	1,000000	27,588211	0,086668	0,001065	0,000069	-0,000068	-0,025233	27,588437	0,002546	0,001403	-0,211284	0,073029	0,001043	-0,211325	0,072987	0,001043	-0,211369	0,072943	0,001043	-0,211671	0,072638	0,001043	-0,211714	0,072593	0,001043	-0,211755	0,072552	0,001043	-0,174885	-0,000515	-0,000018
0,315000	8,378247	297,602144	0,002054	0,999995	0,003178	-0,000009	-0,003178	0,999995	0,000000	0,000009	0,000000	1,000000	27,587433	0,089423	0,000291	0,000069	-0,000071	-0,025217	27,587641	0,001797	0,000612	-0,212038	0,075793	0,000270	-0,212081	0,075751	0,000270	-0,212126	0,075707	0,000270	-0,212441	0,075402	0,000270	-0,212486	0,075357	0,000270	-0,212529	0,075316	0,000270	-0,182111	-0,000535	0,000002
0,320000	8,516183	297,602152	0,002056	0,999995	0,003304	-0,000010	-0,003304	0,999995	0,000000	0,000010	0,000000	1,000000	27,586993	0,092515	-0,000146	0,000070	-0,000074	-0,025201	27,587172	0,001373	0,000145	-0,212455	0,078895	-0,000166	-0,212500	0,078853	-0,000166	-0,212547	0,078809	-0,000166	-0,212873	0,078500	-0,000166	-0,212921	0,078455	-0,000166	-0,212965	0,078413	-0,000166	-0,189333	-0,000556	0,000022
0,325000	8,654119	297,602159	0,002056	0,999994	0,003430	-0,000010	-0,003430	0,999994	-0,000001	0,000010	0,000001	1,000000	27,587082	0,096134	-0,000054	0,000072	-0,000076	-0,025188	27,587215	0,001458	0,000189	-0,212346	0,082530	-0,000075	-0,212392	0,082487	-0,000075	-0,212441	0,082441	-0,000075	-0,212777	0,082121	-0,000075	-0,212826	0,082074	-0,000075	-0,212871	0,082031	-0,000075	-0,196551	-0,000578	0,000042
0,330000	8,792057	297,602168	0,002059	0,999994	0,003556	-0,000010	-0,003556	0,999994	-0,000001	0,000010	0,000001	1,000000	27,587666	0,100246	0,000534	0,000076	-0,000078	-0,025175	27,587770	0,002052	0,000745	-0,211745	0,086663	0,000510	-0,211792	0,086618	0,000510	-0,211842	0,086569	0,000510	-0,212186	0,086231	0,000510	-0,212236	0,086182	0,000510	-0,212283	0,086136	0,000510	-0,203765	-0,000600	0,000063
0,335000	8,929998	297,602181	0,002065	0,999993	0,003682	-0,000011	-0,003682	0,999993	-0,000001	0,000011	0,000002	1,000000	27,588628	0,104735	0,001499	0,000082	-0,000080	-0,025163	27,588718	0,003035	0,001691	-0,210766	0,091176	0,001472	-0,210814	0,091127	0,001472	-0,210865	0,091075	0,001472	-0,211218	0,090714	0,001472	-0,211269	0,090662	0,001472	-0,211317	0,090613	0,001472	-0,210975	-0,000622	0,000086
0,340000	9,067945	297,602199	0,002077	0,999993	0,003808	-0,000011	-0,003808	0,999993	-0,000002	0,000011	0,000002	1,000000	27,589675	0,109307	0,002550	0,000087	-0,000082	-0,025151	27,589790	0,004140	0,002759	-0,209701	0,095773	0,002519	-0,209750	0,095721	0,002519	-0,209803	0,095665	0,002519	-0,210165	0,095282	0,002519	-0,210217	0,095227	0,002519	-0,210267	0,095175	0,002519	-0,218182	-0,000645	0,000110
0,345000	9,205897	297,602223	0,002093	0,999992	0,003934	-0,000012	-0,003934	0,999992	-0,000002	0,000012	0,000002	1,000000	27,590567	0,113723	0,003445	0,000091	-0,000084	-0,025138	27,590723	0,005107	0,003689	-0,208789	0,100210	0,003412	-0,208840	0,100156	0,003412	-0,208894	0,100098	0,003412	-0,209267	0,099696	0,003412	-0,209321	0,099638	0,003412	-0,209372	0,099583	0,003412	-0,225385	-0,000669	0,000135
0,350000	9,343852	297,602250	0,002114	0,999992	0,004059	-0,000012	-0,004059	0,999992	-0,000003	0,000012	0,000003	1,000000	27,591063	0,117741	0,003944	0,000093	-0,000088	-0,025123	27,591283	0,005703	0,004248	-0,208269	0,104244	0,003912	-0,208322	0,104188	0,003912	-0,208378	0,104129	0,003912	-0,208765	0,103717	0,003912	-0,208821	0,103658	0,003912	-0,208874	0,103602	0,003912	-0,232585	-0,000694	0,000161
0,355000	9,481809	297,602280	0,002136	0,999991	0,004185	-0,000013	-0,004185	0,999991	-0,000003	0,000013	0,000003	1,000000	27,591132	0,121330	0,004017	0,000093	-0,000091	-0,025106	27,591407	0,005866	0,004372	-0,208172	0,107844	0,003986	-0,208227	0,107788	0,003986	-0,208286	0,107728	0,003986	-0,208690	0,107315	0,003986	-0,208748	0,107255	0,003986	-0,208803	0,107199	0,003986	-0,239780	-0,000719	0,000188
0,360000	9,619766	297,602308	0,002157	0,999991	0,004310	-0,000013	-0,004310	0,999991	-0,000004	0,000013	0,000004	1,000000	27,590832	0,124547	0,003719	0,000092	-0,000096	-0,025088	27,591152	0,005654	0,004119	-0,208442	0,111066	0,003692	-0,208500	0,111011	0,003692	-0,208561	0,110952	0,003692	-0,208984	0,110546	0,003692	-0,209045	0,110487	0,003692	-0,209103	0,110432	0,003692	-0,246969	-0,000746	0,000215
0,365000	9,757720	297,602336	0,002176	0,999990	0,004436	-0,000014	-0,004436	0,999990	-0,000004	0,000014	0,000004	1,000000	27,590417	0,127649	0,003308	0,000090	-0,000100	-0,025068	27,590749	0,005295	0,003718	-0,208824	0,114171	0,003285	-0,208884	0,114117	0,003285	-0,208949	0,114060	0,003285	-0,209391	0,113663	0,003285	-0,209455	0,113605	0,003285	-0,209516	0,113551	0,003285	-0,254154	-0,000774	0,000240
0,370000	9,895673	297,602361	0,002194	0,999990	0,004561	-0,000014	-0,004561	0,999990	-0,000005	0,000014	0,000005	1,000000	27,590127	0,130872	0,003020	0,000088	-0,000105	-0,025049	27,590452	0,005041	0,003423	-0,209083	0,117399	0,003001	-0,209146	0,117346	0,003001	-0,209213	0,117290	0,003001	-0,209675	0,116901	0,003001	-0,209742	0,116845	0,003001	-0,209804	0,116792	0,003001	-0,261332	-0,000804	0,000266
0,375000	10,033625	297,602387	0,002211	0,999989	0,004686	-0,000015	-0,004686	0,999989	-0,000005	0,000015	0,000005	1,000000	27,590231	0,134488	0,003127	0,000088	-0,000109	-0,025031	27,590524	0,005152	0,003495	-0,208950	0,121023	0,003110	-0,209015	0,120970	0,003110	-0,209084	0,120914	0,003110	-0,209564	0,120527	0,003110	-0,209633	0,120471	0,003110	-0,209699	0,120419	0,003110	-0,268506	-0,000834	0,000291
0,380000	10,171579	297,602414	0,002230	0,999988	0,004811	-0,000015	-0,004811	0,999988	-0,000006	0,000015	0,000006	1,000000	27,590808	0,138575	0,003707	0,000089	-0,000112	-0,025014	27,591076	0,005740	0,004045	-0,208344	0,125124	0,003692	-0,208411	0,125071	0,003692	-0,208483	0,125014	0,003692	-0,208979	0,124621	0,003692	-0,209051	0,124565	0,003692	-0,209118	0,124511	0,003692	-0,275674	-0,000866	0,000316
0,385000	10,309538	297,602446	0,002253	0,999988	0,004936	-0,000016	-0,004936	0,999988	-0,000006	0,000016	0,000006	1,000000	27,591854	0,143128	0,004755	0,000092	-0,000115	-0,024997	27,592101	0,006795	0,005066	-0,207273	0,129697	0,004739	-0,207342	0,129642	0,004739	-0,207416	0,129583	0,004739	-0,207926	0,129177	0,004739	-0,208000	0,129118	0,004739	-0,208070	0,129063	0,004739	-0,282838	-0,000898	0,000341
0,390000	10,447502	297,602483	0,002282	0,999987	0,005061	-0,000016	-0,005061	0,999987	-0,000006	0,000016	0,000007	1,000000	27,593143	0,147923	0,006047	0,000096	-0,000119	-0,024981	27,593404	0,008125	0,006363	-0,205958	0,134514	0,006029	-0,206030	0,134456	0,006029	-0,206106	0,134395	0,006029	-0,206630	0,133972	0,006029	-0,206706	0,133910	0,006029	-0,206777	0,133853	0,006029	-0,289997	-0,000932	0,000368
0,395000	10,585473	297,602528	0,002318	0,999987	0,005186	-0,000017	-0,005186	0,999987	-0,000007	0,000017	0,000007	1,000000	27,594439	0,152721	0,007344	0,000100	-0,000122	-0,024964	27,594734	0,009480	0,007686	-0,204636	0,139335	0,007325	-0,204710	0,139275	0,007325	-0,204788	0,139212	0,007325	-0,205327	0,138771	0,007325	-0,205406	0,138707	0,007325	-0,205479	0,138647	0,007325	-0,297151	-0,000966	0,000396
0,400000	10,723450	297,602579	0,002360	0,999986	0,005311	-0,000018	-0,005311	0,999986	-0,000007	0,000017	0,000008	1,000000	27,595435	0,157219	0,008343	0,000103	-0,000126	-0,024945	27,595798	0,010571	0,008744	-0,203610	0,143852	0,008323	-0,203686	0,143791	0,008323	-0,203767	0,143725	0,008323	-0,204323	0,143272	0,008323	-0,204404	0,143206	0,008323	-0,204480	0,143145	0,008323	-0,304300	-0,001002	0,000425
0,405000	10,861431	297,602634	0,002405	0,999985	0,005436	-0,000018	-0,005436	0,999985	-0,000008	0,000018	0,000008	1,000000	27,595991	0,161273	0,008900	0,000104	-0,000130	-0,024924	27,596423	0,011226	0,009364	-0,203021	0,147922	0,008882	-0,203099	0,147860	0,008882	-0,203183	0,147793	0,008882	-0,203759	0,147335	0,008882	-0,203843	0,147268	0,008882	-0,203921	0,147206	0,008882	-0,311443	-0,001038	0,000454
0,410000	10,999414	297,602691	0,002453	0,999985	0,005560	-0,000019	-0,005560	0,999985	-0,000008	0,000019	0,000009	1,000000	27,596041	0,164818	0,008952	0,000103	-0,000135	-0,024901	27,596544	0,011384	0,009485	-0,202934	0,151478	0,008937	-0,203015	0,151416	0,008937	-0,203101	0,151350	0,008937	-0,203700	0,150895	0,008937	-0,203786	0,150829	0,008937	-0,203867	0,150767	0,008937	-0,318580	-0,001076	0,000484
0,415000	11,137396	297,602747	0,002500	0,999984	0,005685	-0,000020	-0,005685	0,999984	-0,000009	0,000019	0,000009	1,000000	27,595751	0,168020	0,008662	0,000101	-0,000141	-0,024876	27,596295	0,011176	0,009236	-0,203185	0,154688	0,008652	-0,203269	0,154627	0,008652	-0,203359	0,154562	0,008652	-0,203980	0,154115	0,008652	-0,204070	0,154050	0,008652	-0,204154	0,153989	0,008652	-0,325710	-0,001116	0,000513
0,420000	11,275376	297,602802	0,002545	0,999983	0,005809	-0,000020	-0,005809	0,999983	-0,000009	0,000020	0,000010	1,000000	27,595324	0,171083	0,008236	0,000099	-0,000146	-0,024850	27,595892	0,010815	0,008835	-0,203571	0,157757	0,008230	-0,203658	0,157698	0,008230	-0,203751	0,157635	0,008230	-0,204395	0,157197	0,008230	-0,204489	0,157134	0,008230	-0,204576	0,157074	0,008230	-0,332833	-0,001157	0,000541
0,425000	11,413355	297,602855	0,002588	0,999982	0,005933	-0,000021	-0,005933	0,999982	-0,000010	0,000021	0,000010	1,000000	27,595070	0,174316	0,007983	0,000098	-0,000151	-0,024824	27,595627	0,010591	0,008571	-0,203786	0,160999	0,007981	-0,203876	0,160941	0,007981	-0,203972	0,160878	0,007981	-0,204638	0,160446	0,007981	-0,204734	0,160384	0,007981	-0,204825	0,160325	0,007981	-0,339949	-0,001199	0,000569
0,430000	11,551333	297,602908	0,002631	0,999982	0,006057	-0,000022	-0,006057	0,999982	-0,000010	0,000022	0,000011	1,000000	27,595164	0,177893	0,008077	0,000098	-0,000155	-0,024799	27,595705	0,010706	0,008648	-0,203655	0,164592	0,008077	-0,203748	0,164533	0,008077	-0,203847	0,164470	0,008077	-0,204532	0,164037	0,008077	-0,204631	0,163974	0,008077	-0,204724	0,163915	0,008077	-0,347057	-0,001243	0,000597
0,435000	11,689313	297,602964	0,002675	0,999981	0,006181	-0,000023	-0,006181	0,999981	-0,000011	0,000022	0,000011	1,000000	27,595721	0,181931	0,008635	0,000101	-0,000159	-0,024774	27,596240	0,011272	0,009179	-0,203062	0,168652	0,008635	-0,203158	0,168591	0,008635	-0,203259	0,168527	0,008635	-0,203961	0,168082	0,008635	-0,204063	0,168018	0,008635	-0,204158	0,167958	0,008635	-0,354157	-0,001288	0,000625
0,440000	11,827297	297,603023	0,002724	0,999980	0,006305	-0,000023	-0,006305	0,999980	-0,000011	0,000023	0,000012	1,000000	27,596627	0,186313	0,009540	0,000105	-0,000162	-0,024750	27,597150	0,012207	0,010082	-0,202124	0,173062	0,009538	-0,202221	0,172999	0,009538	-0,202325	0,172932	0,009538	-0,203042	0,172469	0,009538	-0,203146	0,172402	0,009538	-0,203243	0,172339	0,009538	-0,361251	-0,001334	0,000654
0,445000	11,965286	297,603087	0,002778	0,999979	0,006429	-0,000024	-0,006429	0,999979	-0,000012	0,000024	0,000012	1,000000	27,597701	0,190861	0,010614	0,000110	-0,000165	-0,024725	27,598247	0,013327	0,011171	-0,201017	0,177641	0,010610	-0,201116	0,177575	0,010610	-0,201222	0,177505	0,010610	-0,201953	0,177019	0,010610	-0,202059	0,176949	0,010610	-0,202158	0,176883	0,010610	-0,368338	-0,001380	0,000684
0,450000	12,103280	297,603157	0,002836	0,999979	0,006552	-0,000025	-0,006552	0,999979	-0,000013	0,000025	0,000013	1,000000	27,598631	0,195261	0,011543	0,000115	-0,000169	-0,024699	27,599236	0,014340	0,012153	-0,200053	0,182072	0,011536	-0,200155	0,182004	0,011536	-0,200263	0,181930	0,011536	-0,201009	0,181422	0,011536	-0,201117	0,181349	0,011536	-0,201218	0,181280	0,011536	-0,375418	-0,001428	0,000716
0,455000	12,241278	297,603231	0,002899	0,999978	0,006676	-0,000026	-0,006676	0,999978	-0,000013	0,000026	0,000013	1,000000	27,599200	0,199297	0,012112	0,000119	-0,000172	-0,024671	27,599875	0,015007	0,012787	-0,199447	0,186137	0,012103	-0,199551	0,186066	0,012103	-0,199661	0,185990	0,012103	-0,200424	0,185465	0,012103	-0,200534	0,185389	0,012103	-0,200637	0,185317	0,012103	-0,382490	-0,001477	0,000749
0,460000	12,379278	297,603306	0,002964	0,999977	0,006799	-0,000027	-0,006799	0,999977	-0,000014	0,000027	0,000014	1,000000	27,599231	0,202792	0,012143	0,000121	-0,000177	-0,024641	27,599991	0,015157	0,012900	-0,199375	0,189657	0,012135	-0,199481	0,189584	0,012135	-0,199594	0,189507	0,012135	-0,200374	0,188971	0,012135	-0,200487	0,188894	0,012135	-0,200593	0,188821	0,012135	-0,389553	-0,001527	0,000784
0,465000	12,517277	297,603381	0,003027	0,999976	0,006922	-0,000028	-0,006922	0,999976	-0,000014	0,000028	0,000014	1,000000	27,598777	0,205796	0,011688	0,000122	-0,000181	-0,024608	27,599600	0,014807	0,012511	-0,199785	0,192682	0,011681	-0,199894	0,192609	0,011681	-0,200010	0,192531	0,011681	-0,200810	0,191993	0,011681	-0,200926	0,191915	0,011681	-0,201034	0,191842	0,011681	-0,396608	-0,001578	0,000818
0,470000	12,655273	297,603453	0,003088	0,999975	0,007045	-0,000029	-0,007045	0,999975	-0,000015	0,000028	0,000015	1,000000	27,597967	0,208441	0,010877	0,000122	-0,000185	-0,024573	27,598839	0,014092	0,011753	-0,200550	0,195346	0,010873	-0,200661	0,195273	0,010873	-0,200780	0,195195	0,010873	-0,201600	0,194657	0,010873	-0,201718	0,194579	0,010873	-0,201830	0,194506	0,010873	-0,403652	-0,001630	0,000853
0,475000	12,793265	297,603521	0,003144	0,999974	0,007168	-0,000030	-0,007168	0,999974	-0,000015	0,000029	0,000016	1,000000	27,597099	0,211024	0,010008	0,000122	-0,000190	-0,024538	27,597981	0,013283	0,010901	-0,201372	0,197948	0,010006	-0,201486	0,197875	0,010006	-0,201607	0,197797	0,010006	-0,202446	0,197260	0,010006	-0,202567	0,197182	0,010006	-0,202681	0,197109	0,010006	-0,410687	-0,001684	0,000887
0,480000	12,931252	297,603586	0,003196	0,999973	0,007290	-0,000030	-0,007290	0,999973	-0,000016	0,000030	0,000016	1,000000	27,596408	0,213779	0,009315	0,000123	-0,000193	-0,024503	27,597286	0,012634	0,010209	-0,202020	0,200726	0,009315	-0,202136	0,200652	0,009315	-0,202260	0,200574	0,009315	-0,203115	0,200032	0,009315	-0,203239	0,199953	0,009315	-0,203355	0,199879	0,009315	-0,417712	-0,001739	0,000922
0,485000	13,069238	297,603648	0,003246	0,999973	0,007413	-0,000031	-0,007413	0,999973	-0,000017	0,000031	0,000017	1,000000	27,596118	0,216931	0,009024	0,000126	-0,000197	-0,024468	27,596973	0,012363	0,009898	-0,202269	0,203908	0,009023	-0,202387	0,203833	0,009023	-0,202513	0,203752	0,009023	-0,203381	0,203196	0,009023	-0,203507	0,203116	0,009023	-0,203625	0,203040	0,009023	-0,424726	-0,001795	0,000957
0,490000	13,207223	297,603710	0,003296	0,999972	0,007535	-0,000032	-0,007535	0,999972	-0,000017	0,000032	0,000018	1,000000	27,596239	0,220491	0,009145	0,000131	-0,000199	-0,024434	27,597087	0,012511	0,010010	-0,202109	0,207504	0,009140	-0,202228	0,207425	0,009140	-0,202356	0,207341	0,009140	-0,203236	0,206763	0,009140	-0,203363	0,206679	0,009140	-0,203482	0,206601	0,009140	-0,431731	-0,001851	0,000993
0,495000	13,345209	297,603774	0,003347	0,999971	0,007657	-0,000033	-0,007657	0,999971	-0,000018	0,000033	0,000018	1,000000	27,596696	0,224381	0,009600	0,000138	-0,000201	-0,024400	27,597547	0,013001	0,010466	-0,201616	0,211436	0,009591	-0,201736	0,211353	0,009591	-0,201865	0,211265	0,009591	-0,202754	0,210657	0,009591	-0,202882	0,210569	0,009591	-0,203003	0,210486	0,009591	-0,438726	-0,001908	0,001031
0,500000	13,483199	297,603841	0,003401	0,999970	0,007779	-0,000034	-0,007779	0,999970	-0,000019	0,000034	0,000019	1,000000	27,597219	0,228332	0,010122	0,000145	-0,000203	-0,024366	27,598110	0,013592	0,011024	-0,201056	0,215432	0,010108	-0,201178	0,215345	0,010108	-0,201308	0,215252	0,010108	-0,202205	0,214611	0,010108	-0,202335	0,214518	0,010108	-0,202457	0,214431	0,010108	-0,445711	-0,001966	0,001071
0,505000	13,621187	297,603910	0,003458	0,999969	0,007901	-0,000034	-0,007901	0,999969	-0,000019	0,000034	0,000020	1,000000	27,596079	0,232123	0,010521	0,000151	0,000439	-0,024538	27,597176	0,014042	0,011432	-0,204561	0,219147	0,010148	-0,204297	0,219057	0,010148	-0,204017	0,218960	0,010148	-0,202078	0,218294	0,010148	-0,201797	0,218197	0,010148	-0,201534	0,218107	0,010148	-0,452716	-0,001932	0,001114
0,510000	13,759168	297,603981	0,003515	0,999968	0,008024	-0,000030	-0,008024	0,999968	-0,000020	0,000030	0,000020	1,000000	27,594502	0,235504	0,010575	0,000155	0,001080	-0,024709	27,595681	0,014090	0,011434	-0,208500	0,222449	0,009846	-0,207852	0,222356	0,009846	-0,207160	0,222257	0,009846	-0,202385	0,221571	0,009846	-0,201693	0,221472	0,009846	-0,201045	0,221378	0,009846	-0,459770	-0,001714	0,001159
0,515000	13,897141	297,604050	0,003571	0,999967	0,008148	-0,000023	-0,008148	0,999967	-0,000021	0,000023	0,000021	1,000000	27,592426	0,238411	0,010220	0,000158	0,001722	-0,024878	27,593678	0,013640	0,010933	-0,212938	0,225273	0,009136	-0,211905	0,225178	0,009136	-0,210802	0,225077	0,009136	-0,203189	0,224380	0,009136	-0,202087	0,224279	0,009136	-0,201053	0,224184	0,009136	-0,466873	-0,001313	0,001207
0,520000	14,035102	297,604115	0,003623	0,999966	0,008273	-0,000013	-0,008273	0,999966	-0,000022	0,000013	0,000022	1,000000	27,589875	0,240870	0,009482	0,000158	0,002365	-0,025045	27,591193	0,012718	0,009956	-0,217851	0,227641	0,008044	-0,216432	0,227546	0,008044	-0,214919	0,227445	0,008044	-0,204466	0,226745	0,008044	-0,202953	0,226643	0,008044	-0,201534	0,226548	0,008044	-0,474024	-0,000727	0,001258
0,525000	14,173050	297,604176	0,003669	0,999965	0,008399	0,000001	-0,008399	0,999965	-0,000023	-0,000001	0,000023	1,000000	27,587086	0,243116	0,008598	0,000158	0,003008	-0,025212	27,588434	0,011530	0,008711	-0,223002	0,229793	0,006807	-0,221198	0,229699	0,006807	-0,219273	0,229598	0,006807	-0,205979	0,228901	0,006807	-0,204054	0,228801	0,006807	-0,202250	0,228706	0,006807	-0,481223	0,000043	0,001309
0,530000	14,310980	297,604230	0,003709	0,999964	0,008526	0,000016	-0,008526	0,999964	-0,000024	-0,000016	0,000024	1,000000	27,582809	0,245408	0,007760	0,000157	0,003008	-0,025586	27,584318	0,010343	0,007448	-0,227605	0,231878	0,005968	-0,225800	0,231784	0,005968	-0,223875	0,231683	0,005968	-0,210582	0,230988	0,005968	-0,208657	0,230887	0,005968	-0,206852	0,230793	0,005968	-0,488499	0,000904	0,001362
0,535000	14,448889	297,604278	0,003743	0,999963	0,008655	0,000031	-0,008655	0,999963	-0,000025	-0,000031	0,000024	1,000000	27,578833	0,248057	0,007225	0,000157	0,003008	-0,025962	27,580323	0,009430	0,006457	-0,231910	0,234318	0,005434	-0,230105	0,234224	0,005434	-0,228180	0,234124	0,005434	-0,214884	0,233431	0,005434	-0,212959	0,233331	0,005434	-0,211154	0,233237	0,005434	-0,495883	0,001766	0,001414
0,540000	14,586780	297,604324	0,003773	0,999961	0,008785	0,000046	-0,008785	0,999961	-0,000026	-0,000046	0,000025	1,000000	27,575282	0,251189	0,007120	0,000156	0,003009	-0,026340	27,576758	0,008944	0,005894	-0,235793	0,237239	0,005330	-0,233987	0,237146	0,005330	-0,232062	0,237046	0,005330	-0,218761	0,236358	0,005330	-0,216836	0,236259	0,005330	-0,215030	0,236165	0,005330	-0,503374	0,002628	0,001466
0,545000	14,724655	297,604368	0,003802	0,999960	0,008918	0,000061	-0,008918	0,999960	-0,000026	-0,000061	0,000026	1,000000	27,572203	0,254850	0,007491	0,000154	0,003011	-0,026720	27,573666	0,008928	0,005804	-0,239207	0,240684	0,005702	-0,237401	0,240592	0,005702	-0,235474	0,240494	0,005702	-0,222167	0,239815	0,005702	-0,220240	0,239717	0,005702	-0,218434	0,239625	0,005702	-0,510975	0,003491	0,001518
0,550000	14,862514	297,604414	0,003832	0,999959	0,009053	0,000076	-0,009053	0,999959	-0,000027	-0,000076	0,000027	1,000000	27,569415	0,258860	0,008157	0,000150	0,003012	-0,027100	27,570898	0,009235	0,006038	-0,242333	0,244471	0,006370	-0,240525	0,244381	0,006370	-0,238598	0,244285	0,006370	-0,225282	0,243624	0,006370	-0,223354	0,243528	0,006370	-0,221547	0,243439	0,006370	-0,518684	0,004354	0,001569
0,555000	15,000357	297,604461	0,003863	0,999958	0,009190	0,000092	-0,009190	0,999958	-0,000028	-0,000093	0,000027	1,000000	27,565214	0,263021	0,008955	0,000141	0,003658	-0,027689	27,566888	0,009658	0,006377	-0,249272	0,248277	0,006821	-0,247078	0,248193	0,006821	-0,244737	0,248103	0,006821	-0,228570	0,247481	0,006821	-0,226229	0,247391	0,006821	-0,224035	0,247307	0,006821	-0,526532	0,005309	0,001620
0,560000	15,138179	297,604510	0,003895	0,999956	0,009329	0,000112	-0,009329	0,999956	-0,000029	-0,000113	0,000028	1,000000	27,560784	0,267042	0,009620	0,000126	0,004303	-0,028278	27,562533	0,009898	0,006529	-0,256440	0,251926	0,007143	-0,253859	0,251850	0,007143	-0,251105	0,251769	0,007143	-0,232086	0,251210	0,007143	-0,229333	0,251129	0,007143	-0,226751	0,251053	0,007143	-0,534548	0,006450	0,001669
0,565000	15,275977	297,604560	0,003928	0,999955	0,009472	0,000135	-0,009472	0,999955	-0,000030	-0,000136	0,000029	1,000000	27,555963	0,270762	0,009989	0,000106	0,004948	-0,028865	27,557790	0,009765	0,006303	-0,263998	0,255250	0,007176	-0,261029	0,255187	0,007176	-0,257863	0,255119	0,007176	-0,235993	0,254652	0,007176	-0,232827	0,254584	0,007176	-0,229858	0,254521	0,007176	-0,542733	0,007775	0,001715
